"accountNo","allowZeroQuantities","allowZeroValues","altDescription","canGLAccountBeDeleted","checkAccount","conCanGLAccountBeDeleted","currencyChanged","description","displayInTranLedger","doesRequireFCRevaluation","entryTimeStamp","entryUser","getAccountCodeWeb3D","getAccountNo","getAccountNoPadded","getAllSegments","getAlternateNumber","getAssignedSecurityTeam","getFCReportingRateType","getFirstMoveDate","getMasterfilesString","getModuleCurrentPeriod","getName","getObjectDisplayText","getSegment","getTreesString","getUnrealisedGainLossAccount","gtGetOwnerModule","isAcctInRetainedEarningsRange","isAddTotalsToRetainedEarnings","isAllowedReconciliation","isBalanceSheetAccount","isConMethodTransaction","isCreditAccount","isDebitAccount","isEliminationAccount","isInactive","isMonetaryItem","isPosting","isPrintingInDetail","isProfitLossAccount","isQuantityAccount","isReadyForDeletion","isTranslationAtTransaction","modifiedTimeStamp","modifiedUser","myARPrepareStatement","myAccountSign","myAccountType","myAdvanceReceiptControl","myAllowedRecAssignSecurityTeam","myAllowedRecGLControl","myAssignedSecurityTeam","myBankAccount","myBankGLControl","myCashAnalysis","myCreditorsGLControl","myCurrency","myDebitorsGLControl","myDiscountAllowedGLControl","myDiscountReceivedGLControl","myEliminationConCompany","myExchangeVarianceGLControl","myFACapProfitGLControl","myFACostGLControl","myFADepnRecovGLControl","myFADepreciationGLControl","myFADisposeClearGLControl","myFALossSaleGLControl","myFALossWOffGLControl","myFAProvDepnGLControl","myFAPurchClearGLControl","myFARevalReserveGLControl","myFCRateType","myForeignGLControl","myGLControl","myINManufCostVarGLControl","myINPurchCostVarGLControl","myINSalesCostVarGLControl","myInputTaxGLControl","myKeepTransactions","myMostFuturePeriodSummary","myOffsetControl","myOutputTaxGLControl","myParentMDAObject","myReconciliationType","myRetainedEarningsGLControl","myRevaluationCurrency","myStatus","mySuspenseGLControl","myTaxClass","myTaxCode","myUnrealisedGainLossGLAccount","myWithholdingTaxGLControl","needToCalculateTranslationBal","notes","oid","reCalculateOpeningBalances","securityLevel","shortCode","spreadCode","statActualRate","statBudgetRate","statUnit","useFCHistoricalRates","useFCRevaluation"
"01.49.520.301.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,ENTERTAINMENT - INC. NON STAFF,false,false,2018-02-06 00:00:00.0,,"01.49.520.301.0000","01.49.520.301.0000","01.49.520.301.0000","0000310.0000000722 (t)",,"0008994.0000000062","0000000.0000000000",2013-09-16,,"0002564.0000000010",GLAccount 01.49.520.301.0000,GL Account [01.49.520.301.0000] [] [ENTERTAINMENT - INC. NON STAFF],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-24 16:43:17.589,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000050","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002620980","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000012599",,0,,,0,0,,false,false
"01.30.705.001.0004",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,STUDENT COMMS (CRM),false,false,2013-05-09 10:53:46.861,sarah.mathews,"01.30.705.001.0004","01.30.705.001.0004","01.30.705.001.0004","0000310.0000000723 (t)",,"0000000.0000000000","0000000.0000000000",2013-05-22,,"0002564.0000000010",GLAccount 01.30.705.001.0004,GL Account [01.30.705.001.0004] [] [STUDENT COMMS (CRM)],,"Account Tree: Active, ADV, MKTING & PROM EXPENSES, ADVERTISING EXPENSE, Budget Check, OLAA ADVERTISING - MY CAREER","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,false,2017-02-01 15:31:50.087,Jeremy.White,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002565005","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000041","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013023",,0,,,0,0,,false,false
"01.30.705.002.0004",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SOCIAL MEDIA,false,false,2013-05-09 10:53:50.049,sarah.mathews,"01.30.705.002.0004","01.30.705.002.0004","01.30.705.002.0004","0000310.0000000724 (t)",,"0000000.0000000000","0000000.0000000000",2014-06-06,,"0002564.0000000010",GLAccount 01.30.705.002.0004,GL Account [01.30.705.002.0004] [] [SOCIAL MEDIA],,"Account Tree: Active, ADV, MKTING & PROM EXPENSES, ADVERTISING EXPENSE, Budget Check, OLAA ADVERTISING - MY CAREER","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,false,2017-01-11 09:17:30.03,Jeremy.White,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002565104","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000041","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013124",,0,,,0,0,,false,false
"01.02.325.701.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,WORKCOVER,false,false,2013-12-30 10:56:12.595,sarah.mathews,"01.02.325.701.0000","01.02.325.701.0000","01.02.325.701.0000","0000310.0000000725 (t)",,"0000000.0000000000","0000000.0000000000",2013-12-31,,"0002564.0000000035",GLAccount 01.02.325.701.0000,GL Account [01.02.325.701.0000] [] [WORKCOVER],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA TRAINERS - LABOUR COST, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:03:06.611,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666730","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013704",,0,,,0,0,,false,false
"01.02.325.601.0101",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SUPERANNUATION,false,false,2013-12-30 10:56:12.626,sarah.mathews,"01.02.325.601.0101","01.02.325.601.0101","01.02.325.601.0101","0000310.0000000726 (t)",,"0000000.0000000000","0000000.0000000000",2013-12-31,,"0002564.0000000035",GLAccount 01.02.325.601.0101,GL Account [01.02.325.601.0101] [] [SUPERANNUATION],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA TRAINERS - LABOUR COST, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:02:58.104,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666719","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013705",,0,,,0,0,,false,false
"01.02.325.501.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,PAYROLL TAX,false,false,2013-12-30 10:56:12.673,sarah.mathews,"01.02.325.501.0000","01.02.325.501.0000","01.02.325.501.0000","0000310.0000000727 (t)",,"0000000.0000000000","0000000.0000000000",2014-01-31,,"0002564.0000000035",GLAccount 01.02.325.501.0000,GL Account [01.02.325.501.0000] [] [PAYROLL TAX],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA TRAINERS - LABOUR COST, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:02:36.522,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666708","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013706",,0,,,0,0,,false,false
"01.02.323.000.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,BONUSES & OTHER PAYMENTS,false,false,2013-12-30 10:56:12.798,sarah.mathews,"01.02.323.000.0000","01.02.323.000.0000","01.02.323.000.0000","0000310.0000000728 (t)",,"0000000.0000000000","0000000.0000000000",2014-01-31,,"0002564.0000000035",GLAccount 01.02.323.000.0000,GL Account [01.02.323.000.0000] [] [BONUSES & OTHER PAYMENTS],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA TRAINERS - LABOUR COST, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:02:28.958,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666675","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013709",,0,,,0,0,,false,false
"01.02.305.101.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SALARIES ,false,false,2013-12-30 10:56:13.126,sarah.mathews,"01.02.305.101.0000","01.02.305.101.0000","01.02.305.101.0000","0000310.0000000729 (t)",,"0000000.0000000000","0000000.0000000000",2013-12-31,,"0002564.0000000035",GLAccount 01.02.305.101.0000,GL Account [01.02.305.101.0000] [] [SALARIES ],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA TRAINERS - LABOUR COST, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:02:21.36,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666664","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013716",,0,,,0,0,,false,false
"01.03.325.701.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,WORKCOVER,false,false,2013-12-30 11:18:36.904,sarah.mathews,"01.03.325.701.0000","01.03.325.701.0000","01.03.325.701.0000","0000310.0000000730 (t)",,"0000000.0000000000","0000000.0000000000",2015-06-30,,"0002564.0000000035",GLAccount 01.03.325.701.0000,GL Account [01.03.325.701.0000] [] [WORKCOVER],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA STUDENT ENROLMT - LABOUR, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:03:54.673,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666832","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013851",,0,,,0,0,,false,false
"01.03.325.601.0101",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SUPERANNUATION,false,false,2013-12-30 11:18:36.951,sarah.mathews,"01.03.325.601.0101","01.03.325.601.0101","01.03.325.601.0101","0000310.0000000731 (t)",,"0000000.0000000000","0000000.0000000000",2015-06-30,,"0002564.0000000035",GLAccount 01.03.325.601.0101,GL Account [01.03.325.601.0101] [] [SUPERANNUATION],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA STUDENT ENROLMT - LABOUR, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:03:47.034,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666821","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013852",,0,,,0,0,,false,false
"01.03.325.501.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,PAYROLL TAX,false,false,2013-12-30 11:18:36.997,sarah.mathews,"01.03.325.501.0000","01.03.325.501.0000","01.03.325.501.0000","0000310.0000000732 (t)",,"0000000.0000000000","0000000.0000000000",2016-01-31,,"0002564.0000000035",GLAccount 01.03.325.501.0000,GL Account [01.03.325.501.0000] [] [PAYROLL TAX],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA STUDENT ENROLMT - LABOUR, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-09 12:41:50.168,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666810","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013853",,0,,,0,0,,false,false
"01.03.323.000.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,BONUSES & OTHER PAYMENTS,false,false,2013-12-30 11:18:37.122,sarah.mathews,"01.03.323.000.0000","01.03.323.000.0000","01.03.323.000.0000","0000310.0000000733 (t)",,"0000000.0000000000","0000000.0000000000",2016-12-31,,"0002564.0000000035",GLAccount 01.03.323.000.0000,GL Account [01.03.323.000.0000] [] [BONUSES & OTHER PAYMENTS],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA STUDENT ENROLMT - LABOUR, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:03:31.699,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666787","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013856",,0,,,0,0,,false,false
"01.03.305.101.0000",true,true,"0",Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SALARIES ,false,false,2013-12-30 11:18:37.419,sarah.mathews,"01.03.305.101.0000","01.03.305.101.0000","01.03.305.101.0000","0000310.0000000734 (t)",,"0000000.0000000000","0000000.0000000000",2015-06-30,,"0002564.0000000035",GLAccount 01.03.305.101.0000,GL Account [01.03.305.101.0000] [] [SALARIES ],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA STUDENT ENROLMT - LABOUR, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000004",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-01 12:03:14.902,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002666753","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000013863",,0,,,0,0,,false,false
"00.10.153.101.1001",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,INTER-CO ACCOUNT - OUA/e3,false,false,2014-01-07 10:47:39.543,sarah.mathews,"00.10.153.101.1001","00.10.153.101.1001","00.10.153.101.1001","0000310.0000000735 (t)",,"0000000.0000000000","0000000.0000000000",2014-07-31,,"0002564.0000000019",GLAccount 00.10.153.101.1001,GL Account [00.10.153.101.1001] [] [INTER-CO ACCOUNT - OUA/e3],,"Account Tree: Active, AMNTS DUE TO ASSOC ENT, Budget Check, INTERCO, INTERCO","0000000.0000000000","0002389.0000000002",false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false,2017-01-05 10:44:05.105,Jeremy.White,"0000000.0000000000","0002162.0000000075","0002162.0000000073","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000002","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002667847","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000041","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",true,,"0002557.0000013889",,0,,,0,0,,false,false
"01.59.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2014-07-21 17:17:13.934,Jeremy.White,"01.59.340.000.0000","01.59.340.000.0000","01.59.340.000.0000","0000310.0000000736 (t)",,"0000000.0000000000","0000000.0000000000",2015-05-31,,"0002564.0000000010",GLAccount 01.59.340.000.0000,GL Account [01.59.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:08:23.416,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002624906","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000014146",,0,,,0,0,,false,false
